Лемма	Форма
dah	dahat
hā	jahyāt
vraj	vrajati
vraj	vrajanti
janay	ajanayat
abhitap	abhitapta
abhiyuj	abhiyukta
āgam	āgaccha
upanī	upanīta
nirdah	nirdagdha
prabhid	prabhinna
vibhaj	vibhajya
saṁkhyā	saṃkhyāta
samudāhṛ	samudāhṛta
as	syātām
kﾱp	kﾱpta
juṣ	juṣasva
tap	tapat
vad	vadasi
pracch	pṛṣṭvā
vāray	avārayat
śap	śaśāpa
mūrch	mūrta
upadhā	upahita
upavas	upoṣya
upās	upāsate
prakram	prakrānta
vyapoh	vyapohati
mil	milati
yaj	yajate
sṛj	sṛjati
hṛ	haranti
vand	vandita
vand	vandya
niryā	niryayau
prakṣip	prakṣipet
prāp	prāptum
vibhid	vibhinna
virāj	virājita
samāruh	samāruhya
samīray	samīrita
sambandh	sambaddha
sambhū	sambhūya
bhuj	bhojya
sru	sruta
spṛś	spṛśat
paṭh	paṭhanti
labh	labheta
avalokay	avalokya
ārādhay	ārādhita
uttṛ	uttīrṇa
prāp	prāpsyasi
vimuc	vimuñcati
vismṛ	vismṛta
samudi	samudita
samudyam	samudyata
antari	antarita
ad	adyāt
as	asyat
ās	āsīta
kathay	kathayiṣyāmi
kliś	kliṣṭa
kvath	kvathita
jñā	jñāyate
tṛ	tarati
vas	vasāna
dhā	dadhe
śuc	śocati
snā	snāyāt
avasthā	avatiṣṭhate
nirvivah	nirvyūḍha
pratipāday	pratipādita
pratibudh	pratibuddha
prasāday	prasādya
vinyas	vinyasya
vibhā	vibhāti
vivic	vivikta
vyatiric	vyatirikta
kṛ	cakratuḥ
gam	gahi
jñā	jñātavya
stu	stutvā
pīḍay	pīḍyamāna
marday	mardayitvā
āhu	āhuta
nirvap	nirvapet
prayuj	prayoktavya
vidāray	vidārya
vyāhṛ	vyāhṛta
saṁchad	saṃchanna
kṣi	kṣīyate
kṣip	kṣipat
gam	gacchāmaḥ
grah	jagṛhuḥ
vṛt	varteta
vas	avasat
adhiṣṭhā	dhiṣṭhita
dṛp	dṛpta
sev	sevate
dṛś	adrākṣīt
tyaj	tyajati
avakṛ	avākirat
toṣay	toṣita
āgā	āgāt
ādā	ādadīta
ālamb	ālambya
prajval	prajvalita
pratiśru	pratiśrutya
viyuj	viyukta
vinirmā	vinirmita
arh	arhatha
aś	aśnat
krī	krīta
ativṛt	ativartate
sṛj	asṛjata
janay	janayat
lip	lipyate
vāray	vāryamāṇa
śak	śekuḥ
smṛ	sasmāra
lal	lalita
āgam	āgacchat
utpat	utpapāta
upagam	upagamya
parīkṣ	parīkṣeta
pratijñā	pratijñāya
prabhū	prabhūta
arcay	arcayitvā
īḍ	īḍya
kṛ	kariṣyanti
car	cara
ceṣṭ	ceṣṭita
dru	dravat
yā	yāmi
yuj	yuñjyāt
śru	śrūyante
sṛj	sṛjat
sah	soḍhum
abhiprekṣ	abhiprekṣya
āviś	āviśya
gālay	gālita
prak￞	prakīrṇa
pratyupasthā	pratyupasthita
viśvas	viśvasta
saṁtyaj	saṃtyajya
gam	gamyate
gā	jaguḥ
gā	gāyat
car	carāmi
han	hanyamāna
hā	heya
sṛj	sṛja
janay	janayanti
bandh	badhnīyāt
bhaj	bheje
apās	apāsya
abhipad	abhipanna
nidhā	nidadhyāt
niyam	niyacchati
niveśay	niveśita
pariṇam	pariṇata
pratipad	pratyapadyata
praviś	praviśanti
vikṛ	vikīrṇa
vicchid	vicchinna
vyavasā	vyavasita
sambhū	sambhavanti
samabhyarcay	samabhyarcya
kṛ	kuryām
grah	gṛhṇanti
man	mānya
stu	tuṣṭuvāna
hṛ	hṛtvā
kāray	kārayāmāsa
sthāpay	sthāpya
bhaj	bhajasva
vid	vidma
tyaj	tyājya
abhiram	abhirata
vṛ	vṛṇīmahe
abhiṣic	abhiṣicya
grāhay	grāhayet
upadru	upādravat
nirbhid	nirbhinna
niṣkram	niṣkrānta
pragrah	pragṛhīta
prapad	prapadye
vitras	vitrasta
samāgam	samājagmuḥ
prāduras	prādurāsīt
niṣecay	niṣecayet
bhṛjj	bhṛṣṭa
i	yantu
kṣālay	kṣālayet
nī	naya
brū	brūyuḥ
vac	ucyamāna
vad	avādīt
pālay	pālayat
janay	janayet
apavyadh	apaviddha
tyaj	tyaktum
ākṣip	ākṣipta
hiṁs	hinasti
upadā	upātta
upāgam	upāgamya
nirodhay	nirodhayet
prasthā	pratasthe
prāp	prāpya
vipad	vipanna
viracay	viracita
saṁspṛś	saṃspṛṣṭa
saṁjan	samajāyata
kṛ	kīrṇa
guh	guhya
man	mantavya
pracch	papracchuḥ
śaṁs	śaśaṃsa
nāday	nādita
bhaj	bhaja
mānay	mānita
abhidhā	abhyadhāt
smi	smayat
avaśeṣay	avaśeṣita
āliṅgay	āliṅgya
upāśri	upāśrita
niṣkram	niṣkramya
parivṛt	parivartate
pratihan	pratihata
prayam	prayacchanti
prahṛ	praharat
viniḥsṛ	viniḥsṛta
vinirdiś	vinirdiśet
pidhā	pihita
i	iyāt
kāṅkṣ	kāṅkṣita
kṣam	kṣānta
jan	janya
nī	nayanti
brū	bravīhi
yā	yāsyati
vac	avocam
dhā	dadhire
bandh	badhnāti
abhidru	abhyadravat
math	mathita
ucchiṣ	ucchiṣṭa
pravraj	pravrajita
ad	atti
as	asat
bhuj	bhuṅkṣva
dah	dahyate
sru	sravati
hvā	huve
kāray	kārayitvā
varṇay	varṇita
likh	likhet
pūjay	pūjayat
sah	sahate
utkṣip	utkṣipya
udyuj	udyukta
nirji	nirjitya
parimā	parimita
viṣṭhā	viṣṭhita
samprahṛṣ	samprahṛṣṭa
peṣay	peṣita
pidhā	pidhāya
kṛt	kṛtta
gam	gatam
cintay	cintayitvā
bhā	bhānti
ric	rikta
sru	sravat
kāmay	kāmayate
dṛś	adṛśyata
abhimantray	abhimantrita
trā	trātum
avaplu	avaplutya
utpat	utpatya
miṣ	miṣat
bhojay	bhojayitvā
prapūjay	prapūjayet
vigarh	vigarhita
vidhvaṁs	vidhvasta
saṁyojay	saṃyojya
nirūpay	nirūpita
samarpay	samarpita
pradiś	pradiṣṭa
as	āsa
klam	klānta
kṣubh	kṣubhita
jṛ	jīryati
bhū	bhūyāsam
sū	suṣuve
pū	punāti
śru	śṛṇvantu
ativyadh	atividdha
adhī	adhīyīta
śuc	śocanti
ram	ramamāṇa
tarpay	tarpita
yāpay	yāpya
abhidhā	abhidhāya
lih	līḍha
sveday	svedita
avagāh	avagāḍha
avanam	avanata
ādā	ādade
bhakṣ	bhakṣya
bhakṣay	bhakṣayat
niṣpad	niṣpanna
parikṣip	parikṣipta
parituṣ	parituṣṭa
pratiṣṭhāpay	pratiṣṭhāpayati
pradakṣiṇīkṛ	pradakṣiṇīkṛtya
vikram	vikramya
śikṣ	śikṣitavya
kṛ	kirat
vyadh	vidhyet
dā	dadāni
jāgṛ	jāgrat
upadiś	upadekṣyāmaḥ
uparam	uparata
praṇaś	praṇaśyati
prasāray	prasārita
visṛj	vyasṛjat
samāsthā	samāsthita
samprayuj	samprayukta
samāśvāsay	samāśvāsya
gā	gīyate
bhū	abhavam
bhū	babhūvatuḥ
bhū	bhūyāt
vyadh	vidhyati
man	maṃsyante
dā	dāsyati
śaṁs	śaṃsanti
vṛṣ	varṣati
tāpay	tāpita
darśay	darśayet
dviṣ	dveṣya
pācay	pācita
sthāpay	sthāpya
apagam	apagata
vand	vavande
abhivṛt	abhyavartanta
abhīṣ	abhīṣṭa
arthay	arthita
prī	prīṇāti
āplu	āplutya
drāvay	drāvayet
nivṛt	nivartante
pratiṣidh	pratiṣiddha
praviś	praviśati
pravṛt	pravavṛte
saṁgam	saṃgamya
samāhvā	samāhūya
jighāṁs	jighāṃsat
melay	melayet
ṛdh	ṛddha
jan	jāyeta
viś	viśanti
sthā	asthāt
śru	śṛṇuta
anuman	anumata
lī	līyate
śak	śaśāka
ācakṣ	ācaṣṭa
āśvāsay	āśvāsya
upapāday	upapādita
nipat	nyapatat
vidhā	vidhatte
viric	virikta
saṁkṣip	saṃkṣipta
samādhā	samādhāya
aś	aśita
brū	brūta
muc	muñcat
han	hanyate
śī	śayīta
dṛś	drakṣyāmi
antardhā	antardadhe
coday	acodayat
abhidhāv	abhyadhāvat
vam	vānta
avarudh	avarunddhe
upaviś	upaviśya
upe	upeyivas
prakṛ	prakṛta
pratyāgam	pratyāgata
vikṣip	vikṣipta
saṁtras	saṃtrasta
samānī	samānīya
samutthā	samutthāya
gā	gāyanti
cintay	cintya
brū	brūmaḥ
dā	dadyuḥ
nam	natvā
paś	paśyata
adhikṛ	adhikṛtya
kāmay	kāmaye
pac	pacyamāna
paṭh	paṭhat
pūray	pūrayitvā
bhrāj	bhrājamāna
lip	limpet
chāday	chādayāmāsa
apanī	apanīta
tyaj	tyajanti
tyaj	tyajat
yodhay	ayodhayat
avatāray	avatārya
lakṣay	lakṣayet
ālocay	ālocya
upe	upayanti
nirgam	nirgatya
pradā	pradadyāt
pradā	pradeya
vinad	vinadat
saṁtan	saṃtata
i	āyan
iṣ	aicchat
kṛṣ	kṛṣṭa
ji	jayanti
nī	nīyate
muc	mucyante
bhuj	bhoktavya
vṛdh	vavṛdhe
sthā	tiṣṭhantu
sthā	tiṣṭhate
sru	sravet
dviṣ	dviṣmaḥ
pā	pāti
ram	reme
śoṣay	śoṣita
tarpay	tarpayāmi
abhigā	abhyagāt
smi	smayamāna
trā	trāhi
avakṛ	avakīrṇa
avāp	avāptavat
prī	prīyamāṇa
āviś	āviveśa
sphuṭ	sphuṭita
utthāpay	utthāpya
upasṛj	upasṛṣṭa
niḥśvas	niḥśvasya
nivāray	nivārya
yantray	yantrita
parikalpay	parikalpita
prabhañj	prabhagna
vidhā	vidhātavya
vimuc	vimucya
vihas	vihasya
saṁvṛt	saṃvṛtta
sambudh	saṃbuddha
bubhukṣ	bubhukṣita
grah	gṛhyatām
jīv	jīvase
tap	tapyamāna
tṛ	tīrṇa
yā	yāyāt
vac	ucyante
śru	śṛṇudhvam
sev	sevyamāna
hṛ	harat
dham	dhamat
dṛś	paśyāmaḥ
pūray	pūrayat
yāc	yācamāna
abhigam	abhyagacchat
abhisaṁvṛ	abhisaṃvṛta
āghrā	āghrāya
nipat	nipatanti
nipat	nipatya
niṣad	niṣasāda
niṣidh	niṣiddha
pradā	pradīyate
praduṣ	praduṣṭa
pradarśay	pradarśita
pramā	pramita
vicūrṇay	vicūrṇayet
vikṣan	vikṣata
pratyutpad	pratyutpanna
gam	gamiṣyanti
cit	cikitvas
tṛp	tṛpyati
dhā	dadhātu
śliṣ	śliṣṭa
anugrah	anugṛhīta
varjay	varjayitvā
nard	nardat
abhilaṣ	abhilaṣita
snāpay	snāpayet
āloḍay	āloḍya
utpāṭay	utpāṭya
utsah	utsahate
udric	udrikta
parihṛ	pariharet
praṇidhā	praṇihita
prasad	prasīdati
prāś	prāśya
vāsay	vāsita
viśrambh	viśrabdha
saṁvij	saṃvigna
saṁstu	saṃstuta
saṁniviś	saṃniviṣṭa
samanuprāp	samanuprāpta
samālokay	samālokya
samutsṛj	samutsṛjya
ūrjay	ūrjita
āp	āpa
bhū	bhavitum
pat	patet
muc	mucyeta
vas	uṣitvā
dā	datte
sāray	sārayet
dhāray	dhārayati
dṛś	adrākṣam
darśay	darśaya
pālay	pālayet
rakṣ	rakṣanti
rakṣ	rakṣitum
vid	veditum
tyaj	tatyāja
abhipat	abhyapatat
pūjay	apūjayan
ācakṣ	ācacakṣe
ādā	ādadāna
nivāray	nivārita
vidah	vidagdha
vihṛ	viharat
vīkṣ	vīkṣamāṇa
as	āsam
kṣam	kṣantum
gad	gadat
jap	japati
jṛ	jīryate
brū	brūyāḥ
brū	bravītu
yā	yāsi
vṛṣ	varṣat
hṛ	harate
śuc	śucaḥ
budh	bodhya
lepay	lepya
avaropay	avaropita
vrīḍ	vrīḍita
ādṛ	ādṛta
upacar	upacaret
upayuj	upayuñjīta
upalabh	upalabdha
devay	devayat
nirvṛt	nirvṛtta
nivas	nivasanti
parivṛ	parivavruḥ
prakṣip	prakṣipta
pradā	pradāsyāmi
vikṛ	vikurvāṇa
vijñā	vijānīhi
vyape	vyapeta
saṁjan	saṃjajñe
sammantray	saṃmantrya
puṭay	puṭayet
kalpay	akalpayat
car	cīrṇa
jñā	jānīṣe
han	hanmi
han	hanyuḥ
sad	sīdat
śaṁs	śaṃset
adhigam	adhigamya
mantray	mantrita
labh	labhya
tarpay	tarpayitvā
vardhay	vardhayet
ādhā	ādhatte
utthā	udatiṣṭhat
utsṛj	utsasarja
nivas	nivasat
parīkṣ	parīkṣya
prabrū	prabrūhi
pravas	proṣita
vinipātay	vinipātita
vinyas	vinyasta
vimṛś	vimṛśya
kṛ	karotu
kṛ	kṛṇomi
gṛ	gṛṇāna
jñā	jānīhi
vac	avocan
bhuj	bhujyate
edh	edhate
kāmay	kāmayeta
kāray	akārayat
anujñāpay	anujñāpya
sthāpay	sthāpayāmāsa
labh	labdhavat
smṛ	smarati
vardhay	vardhita
avagāh	avagāhya
svap	svapiti
utpat	utpatat
udi	udeti
upārjay	upārjita
upās	upāsya
praveśay	praveśayet
vinaś	vinaśyanti
vibhāvay	vibhāvayet
vimohay	vimohita
saṁtarpay	saṃtarpya
sambhū	saṃbabhūva
visarjay	visarjayet
īkṣ	aikṣata
cintay	cintayāna
han	hanyām
adhiruh	adhirūḍha
pracch	pṛṣṭavat
vah	vahet
śubh	aśobhata
duṣ	duṣyati
rakṣ	rakṣyamāṇa
vid	vedmi
śoṣay	śoṣayitvā
tarpay	tarpayati
abhijan	abhijāyate
abhipūjay	abhipūjita
vand	vande
vam	vamat
ācam	ācānta
ābhā	ābhāti
nipīḍay	nipīḍita
parākram	parākrānta
prapaś	prapaśyanti
samāyā	samāyāta
samās	samāsīna
samucchri	samucchrita
sambhāvay	saṃbhāvita
juṣ	juṣāṇa
nī	nināya
muc	mumucuḥ
dhyā	dhyāta
śru	śṛṇomi
dhāray	dhārya
anugam	anugacchati
gamay	gamita
kampay	kampayat
bhaj	bhajante
vid	vetsi
abhirakṣ	abhirakṣita
ābhā	ābabhau
bhakṣay	bhakṣayati
āstṛ	āstīrṇa
upayam	upayeme
upaviś	upāviśat
nipat	nipatat
nihan	nijaghāna
prakhyā	prakhyāta
pradru	prādravan
vicar	vyacarat
viram	virarāma
vyākṛ	vyākṛta
samuddiś	samuddiṣṭa
āpūray	āpūrya
niveday	nyavedayan
aś	aśnanti
āp	āptavat
indh	iddha
gā	jagau
chid	chinddhi
tāḍay	tāḍayāmāsa
dru	dravanti
nī	netum
dā	dattavat
pracch	praṣṭum
vah	vahantu
śaṁs	śaṃsat
dhāray	dhāryate
hu	juhomi
piṣ	peṣya
anupraviś	anupraviśya
anubhū	anubhūya
anuyā	anvayuḥ
anviṣ	anvicchat
abhidru	abhidrutya
cālay	cālayet
kalay	kalita
ākhyā	ākhyāhi
ālakṣay	ālakṣya
svap	svapat
udīray	udīrayet
upās	upāse
e	āyat
niryā	niryayuḥ
praṇam	praṇemuḥ
prapīḍay	prapīḍita
vinirgam	vinirgata
viniści	viniścitya
saṁdih	saṃdigdha
piṇḍay	piṇḍita
praticchad	praticchanna
kūj	kūjat
kṛ	kariṣyāmaḥ
kṛ	kartā
gad	gadita
dhāv	dhāvati
viś	viśati
nud	nunna
dham	dhāmya
dhṛ	dadhāra
hu	hotavya
darśay	darśayitvā
avekṣ	avekṣamāṇa
mṛ	mamāra
apekṣ	apekṣate
varay	varaya
bhram	bhramati
ādā	ādadyāt
prī	prīyatām
bhakṣay	bhakṣayitvā
utsṛj	utsṛjet
upās	upāsīna
paripracch	paripṛcchasi
pracyu	pracyuta
prajan	prajāta
prativas	prativasati
vināśay	vināśayet
virāj	virājate
saṁhṛ	saṃhṛtya
saṁcūrṇay	saṃcūrṇya
sūcay	sūcita
niśāmay	niśāmya
prajñapay	prajñapta
gam	gacchatu
cyu	cyavate
sū	asūta
viś	viśet
viś	aviśat
śī	śerate
pā	pītaye
vā	vavau
yaj	yajante
vraj	vrajāmi
sṛj	sṛjate
hu	juhvati
pac	pacati
budh	budhyate
rakṣ	rakṣatu
lepay	lepita
vid	vidmahe
śās	śaśāsa
anuśās	anuśiṣṭa
av	ava
abhinand	abhinandya
abhibhū	abhibhūya
ghātay	ghātayet
muṣ	muṣita
āvṛt	āvartate
upahvā	upahūta
niguh	nigūḍha
nirgam	nirjagāma
nihan	nihanyāt
paryupās	paryupāsate
vimuh	vimūḍha
vihan	vihata
bahiṣkṛ	bahiṣkṛta
āp	āpnuvanti
kṣip	kṣepya
gam	gatavat
andhay	andhita
brū	bruvan
vac	vakti
vas	vastum
dhā	dhattam
tvar	tvarat
dah	dagdhum
vah	ūḍha
śru	śrutavat
dhṛ	dādhāra
janay	janayiṣyati
anumā	anumīyate
śak	śaknomi
śak	śakṣyāmi
stambhay	stambhita
alaṁkṛ	alaṃkṛtya
udvah	udvahat
upalakṣay	upalakṣita
vidh	vidhema
upasthā	upatiṣṭhate
nigrah	nigṛhīta
pratap	pratapta
prayam	prāyacchat
praviś	praviśa
vinad	vineduḥ
vinivṛt	vinivṛtta
visṛj	visasarja
samuddiś	samuddiśya
kṛ	kṛṇotu
krīḍ	krīḍate
kruś	cukruśuḥ
jalp	jalpat
bhū	bhūḥ
vas	vastavya
yam	yaccha
dā	dadātu
paś	paśyasi
paś	paśyantu
pā	pibatam
adhī	adhīte
kīrtay	kīrtyate
jāgṛ	jāgarti
rud	ruroda
śak	aśakat
lup	lupta
apakram	apakrānta
apahṛ	apaharet
duh	dugdha
sāntvay	sāntvayat
avacāray	avacārayet
cūrṇay	cūrṇayitvā
upadarśay	upadarśayanti
upayā	upayāti
nivṛt	nyavartata
pradru	prādravat
prayam	prayacchet
prasamīkṣ	prasamīkṣya
vijñā	vijñāyate
vivṛdh	vivardhate
samāhan	samāhata
uddhṛ	uddhṛtya
vācay	vācayitvā
visarjay	visarjita
nisṛj	nisṛṣṭa
kalkay	kalkita
i	ihi
kamp	kampita
kṛ	kṛṇvat
gam	gacchata
bhū	bhāvya
han	hantā
vas	vasa
sthā	tasthivas
adhiṣṭhā	adhiṣṭhāya
vā	vāti
yaj	yajasva
yaj	yajat
hṛ	hartum
spṛś	spṛśati
kīrtay	kīrtayet
bhāṣ	bhāṣase
trāsay	trāsayat
abhijñā	abhijānāmi
dīkṣay	dīkṣita
pīḍay	pīḍayet
abhiṣṭu	abhiṣṭuta
abhisaṁtap	abhisaṃtapta
mlā	mlāna
las	lasat
utpāday	utpādayati
upayā	upayāta
upasthā	upatasthuḥ
nirdiś	nirdiśet
prakram	pracakrame
prajan	prajāyante
prativyadh	pratyavidhyat
prahā	prahīṇa
vimarday	vimardya
viśodhay	viśodhayet
samāhṛ	samāhṛtya
samupāgam	samupāgata
sampiṣ	sampiṣṭa
samavasthā	samavasthita
kathay	akathayat
gras	grasati
car	cariṣyati
tuṣ	tutoṣa
bhū	bhavāmi
brū	bruvate
nṛt	nanṛtuḥ
bhuj	bhuñjate
vṛdh	vāvṛdhāna
paś	spaṣṭa
śru	śuśruve
dhāray	dhāraya
dṛś	drakṣyanti
darśay	adarśayat
pālay	pālaya
śuc	śocya
bhāṣ	bhāṣamāṇa
anulip	anulipta
smṛ	smaranti
av	avatu
yāc	ayācata
apī	apyeti
apekṣ	apekṣya
abhidru	abhidruta
abhinand	abhyanandan
pūjay	pūjanīya
śodhay	śodhya
skhal	skhalita
abhyukṣ	abhyukṣya
ākṣip	ākṣipya
ānī	ānayet
āropay	āropita
āśri	āśrayet
utsad	utsanna
upaveśay	upaveśya
parigam	parigata
parīkṣ	parīkṣita
pratyākhyā	pratyākhyāta
praveśay	praveśita
pravṛt	prāvartata
prokṣ	prokṣya
vicūrṇay	vicūrṇya
vidhā	vyadhāt
vilī	vilīna
samśoṣay	saṃśoṣya
samabhye	samabhyetya
samāruh	samārūḍha
cūrṇīkṛ	cūrṇīkṛta
śamay	śamayet
abhyas	abhyaset
abhisamīkṣ	abhisamīkṣya
sākṣātkṛ	sākṣātkṛta
kṛ	kuruta
kṛ	kṛtya
jval	jvalati
yā	yāsyanti
vṛt	vartat
sad	sanna
yuj	yuñjīta
paś	paśyeyam
paś	apaśyata
dhāray	adhārayat
hu	juhvat
kīrtay	kīrtayat
nad	neduḥ
nāday	nādayat
dhū	dhūta
coday	codayāmāsa
śudh	śudhyanti
ghātay	ghātita
bhī	bhetavya
avasad	avasīdati
kuñcay	kuñcita
uccāray	uccārya
upadru	upadruta
nirākṛ	nirākṛta
nirdah	nirdahat
niṣev	niṣevate
nihan	nihantum
pratidṛś	pratyadṛśyata
praśam	praśāmyati
vinihan	vinighnat
viruc	vyarocata
viśvas	viśvaset
saṁsmṛ	saṃsmṛtya
sampravṛt	sampravartate
bhasmībhū	bhasmībhavati
ānāyay	ānāyya
gam	gacchantu
gam	gantā
sū	sūte
bhuj	bhoktum
dhā	dhīmahi
sthā	tiṣṭhasi
nam	namāmi
paś	paśyanti
pracch	pṛcchasi
hṛ	aharat
dhāray	dhārayanti
dṛś	adṛśyata
dviṣ	dviṣṭa
paṭh	paṭhita
śuc	śocāmi
anuprāp	anuprāpya
mṛ	mriyante
pūjay	pūjayanti
śudh	śudhyate
yudh	yuyudhe
abhiśaṁs	abhiśasta
lū	lūna
ākhyā	ākhyāya
āsāday	āsādita
upajīv	upajīvanti
upayā	upayānti
niryā	niryāta
niṣic	niṣikta
prajval	prajvalat
prajvālay	prajvālayet
pratigrah	pratigṛhṇīyāt
pradā	pradīyatām
prayā	prayānt
praśās	praśādhi
vidhū	vidhūya
samādis	samādiṣṭa
śamay	śamayati
niṣṭhā	niṣṭhita
parīps	parīpsat
iṣ	iyeṣa
kathay	kathyamāna
kṣud	kṣuṇṇa
jīv	jīvāmi
nī	ninye
brū	bravīṣi
vac	vakṣyante
bhuj	bhuñjate
ruh	rohati
bādh	bādhyate
diś	diṣṭa
śru	śṛṇvanti
bhṛ	bibhṛyāt
dhāray	dhārita
adhī	adhīyāna
varjay	varjanīya
budh	bubudhe
bhaj	bhajat
bhāṣ	bhāṣante
anumānay	anumānya
nah	naddha
vardhay	vardhayat
kutsay	kutsita
ācam	ācāmet
ādhā	ādadhāti
ābhāṣ	ābhāṣya
śrāvay	śrāvita
upaspṛś	upaspṛśet
nikhan	nikhanet
nivas	nyavasat
nihan	nijaghnuḥ
parikṣi	parikṣīṇa
pratap	pratapat
pratibandh	pratibaddha
prasāray	prasārya
vidāray	vidārita
vimuc	vimuñcat
virecay	virecayet
saṁvṛdh	saṃvṛddha
saṁśudh	saṃśuddha
saṁnipat	saṃnipatita
sampat	saṃpatat
phal	phalanti
as	asta
āp	āpnuhi
iṣ	icchāmaḥ
īś	īśāna
ṛṣ	arṣati
kṛ	kartāsmi
khād	khādat
grah	jagṛhe
car	cariṣyāmi
jū	jūta
jval	jajvāla
tap	tapyate
tuṣ	tuṣyati
dhyā	dadhyau
pracch	pṛccha
paṭh	paṭhyate
anupaś	anupaśyati
śuc	śocasi
ram	ramante
sphur	sphurati
sphur	sphurita
apoh	apohati
dīkṣ	dīkṣita
math	mathyamāna
yudh	yotsye
avarudh	avaruddha
ākhyā	ākhyāyate
ārabh	ārabhate
āvah	āvahet
āvarjay	āvarjita
nipātay	nyapātayat
nivṛt	nivartasva
paripracch	paryapṛcchat
prakāśay	prakāśita
prayojay	prayojita
vicintay	vicintayat
vidhā	vidadhāti
vivṛt	vivṛtta
vyākhyā	vyākhyātum
saṁskṛ	saṃskṛtya
saṁjñā	saṃjānīte
grah	gṛhṇāmi
tṛ	tīrtvā
brū	bravīti
brū	abravam
muc	muñcanti
sthā	sthīyatām
adhiṣṭhā	adhitiṣṭhati
dā	dadāsi
dā	dadyām
vah	voḍhum
yaj	yaṣṭavya
atiric	atiricyate
spṛś	aspṛśat
kāmay	akāmayata
bodhay	bodhita
bhaj	bhejire
muh	muhyati
av	avantu
likh	likhitvā
dīp	dīpyate
bhañj	babhañja
abhiyā	abhyayus
svid	svedya
abhyañj	abhyajya
abhyarc	abhyarcita
khaṇḍay	khaṇḍita
āgam	āgamiṣyati
āstṛ	āstīrya
upayuj	upayujya
upalip	upalipta
parivarjay	parivarjita
parīkṣ	parīkṣya
prajñā	prajānāti
pratigrah	pratyagṛhṇāt
pratilabh	pratilabhya
prabhū	prabhavanti
prayuj	prayujyate
pravartay	pravartayet
viṣṭambh	viṣṭabhya
saṁgrah	saṃgṛhīta
samāpad	samāpanna
vimiśray	vimiśrita
vācay	vācayet
śikṣ	śikṣate
mil	milanti
abhyudyam	abhyudyata
vājay	vājayat
kup	kupyati
kṛ	akārṣīt
grah	agrahīt
cal	calati
bhū	bhaveyam
muc	muñcantu
yuj	yujyante
paś	paśyāmi
pā	apibat
pā	pātum
dham	dhmātvā
dhāray	dhārayate
bandh	babandha
muh	mumoha
anuvyākhyā	anuvyākhyāsyāmaḥ
yāc	yācat
abhinand	abhinandita
pūjay	pūjya
harṣay	harṣayat
tāray	tārayet
avadhū	avadhūta
ādā	ādatta
āp￞	āpūrṇa
āyam	āyamya
āvṛt	āvṛtta
svap	suṣvāpa
utpad	utpadyante
upasṛ	upasṛtya
nigad	nigadita
niyojay	niyojita
nivṛt	nivarteta
pariṇāmay	pariṇāmayati
pratipad	pratipede
prabhā	prabhāta
pramath	pramathya
vicar	vicacāra
vibandh	vibaddha
viram	virata
vihṛ	vihṛtya
saṁyam	saṃyamya
saṁrudh	saṃruddha
saṁspṛś	saṃspṛśet
saṁsmṛ	saṃsmarat
saṁcar	saṃcarat
sampūjay	sampūjayet
ājñapay	ājñapta
dvaṁdvay	dvaṃdvita
gam	gaccheyam
cak	cakita
car	carasi
nī	nīyamāna
viś	viśat
dah	adahat
pṛ	pūrita
pracch	pṛcchet
śaṁs	śasyante
dhṛ	dhriyamāṇa
budh	budhyamāna
bhaj	bhakta
mohay	mohayat
veṣṭay	veṣṭayitvā
anviṣ	anviṣya
apahṛ	apahṛtya
abhidhāv	abhyadhāvata
abhiṣic	abhyaṣiñcat
avabhāsay	avabhāsita
ādiś	ādideśa
upasthā	upatasthe
ekībhū	ekībhūta
tirodhā	tirohita
nirbhid	nirbhidya
nivāray	nyavārayat
kopay	kopita
prapaś	prapaśyāmi
pravac	procuḥ
prāp	prāpsyase
viji	vijetum
viśoṣay	viśoṣya
samaś	samaśnute
homay	homayet
bhasmībhū	bhasmībhūta
namaskṛ	namaskṛtvā
vaśīkṛ	vaśīkṛta
abhyarcay	abhyarcya
cikīrṣ	cikīrṣat
parinirvṛ	parinirvṛta
as	sthaḥ
kṛ	akurvan
kṛt	cakarta
kliś	kliśyamāna
gam	gamaḥ
gṛ	gṛṇanti
grah	grahītum
car	acarat
bhū	abhaviṣyat
bhū	bhūtu
dru	dudruvuḥ
nī	nayāmi
adhivas	adhyuṣita
adhiruh	adhiruhya
śī	śayita
recay	recayet
dhāray	dhārayiṣyanti
dhāray	dhārayitum
anugam	anujagmuḥ
anugrah	anugrāhya
pālay	pālayāmāsa
plu	plavamāna
mā	meya
rakṣ	rakṣyate
rakṣ	rakṣitavya
labh	lebhire
sic	siñcet
lamb	lambamāna
avaruh	avaruhya
ābandh	ābaddha
āvāhay	āvāhya
bhāvay	bhāvayitvā
udbhram	udbhrānta
upagam	upagacchati
upasamādhā	upasamādhāya
gopāy	gopāya
nici	nicita
niyam	niyamya
nivas	nivasati
niṣkram	niścakrāma
pariśudh	pariśuddha
prajval	prajajvāla
prajvālay	prajvālya
prapad	prapede
pramā	prameya
prayam	prayacchāmi
vibhā	vibabhau
viśoṣay	viśoṣayet
samāviś	samāviśat
samardhay	samardhayati
sambhid	saṃbhinna
prāduras	prādurāsan
prādurbhū	prādurbhavanti
upasaṁgrah	upasaṃgṛhya
arh	arhat
īkṣ	īkṣate
kṛ	karoṣi
