final_member	mw_class	mw_first_members	corpus_compounds	corpus_tokens	corpus_first_members	overlap_first	mw_only_first	corpus_only_first	corpus_status
bhūti	UTTARAPADA	31	9	6	9	0	31	9	final
cūḍāmaṇi	UTTARAPADA	31	12	9	11	1	30	10	final
devata	UTTARAPADA	31	0	0	0	0	31	0	form_variant
devatya	UTTARAPADA	31	41	43	23	11	20	12	final
loman	UTTARAPADA	31	10	11	9	2	29	7	final
maṅgala	UTTARAPADA	31	15	7	10	3	28	7	final
māsa	UTTARAPADA	31	157	333	58	9	22	49	final
nārāyaṇa	UTTARAPADA	31	27	70	16	3	28	13	final
padī	UTTARAPADA	31	0	0	0	0	31	0	form_variant
prāya	UTTARAPADA	31	130	142	97	8	23	89	final
sattva	UTTARAPADA	31	329	829	131	15	16	116	final
stava	UTTARAPADA	31	12	12	12	1	30	11	final
sthalī	UTTARAPADA	31	14	16	13	3	28	10	final
vadhū	UTTARAPADA	31	59	67	47	11	20	36	final
vicāra	UTTARAPADA	31	18	13	16	1	30	15	final
viṣa	UTTARAPADA	31	146	132	98	12	19	86	final
yaśas	UTTARAPADA	31	64	390	44	6	25	38	final
yātrā	UTTARAPADA	31	42	84	24	6	25	18	final
bhaṭa	UTTARAPADA	30	15	9	9	4	26	5	final
bhuja	UTTARAPADA	30	85	199	44	6	24	38	final
dīdhiti	UTTARAPADA	30	5	5	5	0	30	5	final
gocara	UTTARAPADA	30	55	51	47	7	23	40	final
grāhin	KRT_STEM_MEMBER	30	46	47	40	6	24	34	final
gītā	UTTARAPADA	30	2	2	2	0	30	2	final
hantṛ	UTTARAPADA	30	63	67	55	7	23	48	final
kumāra	UTTARAPADA	30	51	34	21	4	26	17	final
mala	UTTARAPADA	30	103	93	67	6	24	61	final
nāga	UTTARAPADA	30	122	159	67	1	29	66	final
pañcaka	UTTARAPADA	30	33	33	22	1	29	21	final
paṭṭa	UTTARAPADA	30	19	32	15	4	26	11	final
prāṇa	UTTARAPADA	30	70	57	45	8	22	37	final
samuccaya	UTTARAPADA	30	3	1	3	1	29	2	final
tilaka	UTTARAPADA	30	31	34	28	2	28	26	final
vayas	UTTARAPADA	30	41	37	34	6	24	28	final
yuga	UTTARAPADA	30	115	303	71	10	20	61	final
śrāddha	UTTARAPADA	30	29	22	24	4	26	20	final
śūla	UTTARAPADA	30	142	170	80	12	18	68	final
bhairava	UTTARAPADA	29	28	85	22	3	26	19	final
jyā	UTTARAPADA	29	18	32	13	3	26	10	final
kavi	UTTARAPADA	29	14	13	10	2	27	8	final
loha	UTTARAPADA	29	103	130	56	7	22	49	final
mandira	UTTARAPADA	29	22	21	21	1	28	20	final
mayūkha	UTTARAPADA	29	2	2	2	0	29	2	final
mūrdhan	UTTARAPADA	29	65	136	56	3	26	53	final
rajas	UTTARAPADA	29	85	118	60	7	22	53	final
ratnāvalī	UTTARAPADA	29	0	0	0	0	29	0	absent
saṅga	UTTARAPADA	29	87	82	60	10	19	50	final
soma	UTTARAPADA	29	22	17	20	1	28	19	final
sārathi	UTTARAPADA	29	16	31	12	3	26	9	final
tanu	UTTARAPADA	29	116	104	93	10	19	83	final
varcas	UTTARAPADA	29	23	19	20	8	21	12	final
vatsa	UTTARAPADA	29	51	56	37	5	24	32	final
veṣa	UTTARAPADA	29	80	82	55	9	20	46	final
śuddhi	UTTARAPADA	29	94	115	69	12	17	57	final
śākhā	UTTARAPADA	29	92	87	62	6	23	56	final
bha	UTTARAPADA	28	7	6	5	0	28	5	final
ccheda	UTTARAPADA	28	0	0	0	0	28	0	form_variant
dhi	UTTARAPADA	28	1	0	1	0	28	1	final
gaṅgā	UTTARAPADA	28	8	5	8	0	28	8	final
kalpalatā	UTTARAPADA	28	0	0	0	0	28	0	nonfinal_only
karṇī	UTTARAPADA	28	2	1	2	0	28	2	final
kāraṇa	UTTARAPADA	28	163	182	111	9	19	102	final
medha	UTTARAPADA	28	12	14	8	5	23	3	final
nakha	UTTARAPADA	28	52	51	32	4	24	28	final
padma	UTTARAPADA	28	72	103	42	8	20	34	final
paṭala	UTTARAPADA	28	29	25	25	2	26	23	final
prabhā	UTTARAPADA	28	142	211	92	3	25	89	final
prakṛti	UTTARAPADA	28	88	74	69	5	23	64	final
raṅga	UTTARAPADA	28	12	13	8	1	27	7	final
ripu	UTTARAPADA	28	22	20	15	4	24	11	final
sahasranāman	UTTARAPADA	28	1	1	1	0	28	1	final
sahāya	UTTARAPADA	28	88	77	69	5	23	64	final
taila	UTTARAPADA	28	272	331	151	10	18	141	final
vidya	UTTARAPADA	28	1	1	1	1	27	0	final
vāhin	MERGED	28	56	58	42	5	23	37	final
vāri	UTTARAPADA	28	48	47	45	1	27	44	final
śāyin	KRT_STEM_MEMBER	28	50	52	41	7	21	34	final
bhājana	UTTARAPADA	27	43	62	36	4	23	32	final
bhānu	UTTARAPADA	27	27	51	17	5	22	12	final
dakṣiṇa	UTTARAPADA	27	34	76	28	3	24	25	final
gava	UTTARAPADA	27	0	0	0	0	27	0	absent
jīva	UTTARAPADA	27	41	19	29	3	24	26	final
kapāla	UTTARAPADA	27	55	84	31	5	22	26	final
kṣāra	UTTARAPADA	27	91	102	60	5	22	55	final
lābha	UTTARAPADA	27	147	155	99	11	16	88	final
meha	UTTARAPADA	27	10	8	8	1	26	7	final
mudrā	UTTARAPADA	27	42	54	37	3	24	34	final
mīmāṃsā	UTTARAPADA	27	0	0	0	0	27	0	form_variant
parṇikā	UTTARAPADA	27	1	0	1	0	27	1	final
sava	UTTARAPADA	27	10	10	7	4	23	3	final
sparśa	UTTARAPADA	27	147	139	72	12	15	60	final
spṛś	UTTARAPADA	27	186	0	112	5	22	107	final
śilā	UTTARAPADA	27	45	69	32	3	24	29	final
ṃgama	UTTARAPADA	27	0	0	0	0	27	0	absent
bhoga	UTTARAPADA	26	96	130	59	6	20	53	final
cūḍa	UTTARAPADA	26	3	1	1	1	25	0	final
daivata	UTTARAPADA	26	16	11	12	2	24	10	final
dhārā	UTTARAPADA	26	116	173	57	7	19	50	final
gandhi	UTTARAPADA	26	42	61	36	6	20	30	final
jīvana	UTTARAPADA	26	13	8	10	0	26	10	final
kṛcchra	UTTARAPADA	26	42	27	23	7	19	16	final
kṛṣṇa	UTTARAPADA	26	71	96	44	8	18	36	final
manyu	UTTARAPADA	26	25	26	20	4	22	16	final
māla	UTTARAPADA	26	0	0	0	0	26	0	form_variant
paṇḍita	UTTARAPADA	26	13	18	10	2	24	8	final
puṣpā	UTTARAPADA	26	0	0	0	0	26	0	form_variant
vaśa	UTTARAPADA	26	323	464	195	13	13	182	final
vraṇa	UTTARAPADA	26	45	43	31	5	21	26	final
vṛṣṭi	UTTARAPADA	26	67	140	36	9	17	27	final
yuddha	UTTARAPADA	26	110	187	60	12	14	48	final
śarkarā	UTTARAPADA	26	27	15	14	5	21	9	final
śayana	UTTARAPADA	26	76	88	61	7	19	54	final
cyuta	UTTARAPADA	25	0	0	0	0	25	0	absent
cūrṇa	UTTARAPADA	25	489	754	277	9	16	268	final
dyuti	UTTARAPADA	25	29	25	27	1	24	26	final
muṣṭi	UTTARAPADA	25	33	32	27	9	16	18	final
mādhava	UTTARAPADA	25	10	11	9	2	23	7	final
mālikā	UTTARAPADA	25	1	1	1	0	25	1	final
nemi	UTTARAPADA	25	18	22	11	6	19	5	final
phalaka	UTTARAPADA	25	24	25	17	5	20	12	final
pramāṇa	UTTARAPADA	25	291	282	171	6	19	165	final
rata	UTTARAPADA	25	13	14	13	1	24	12	final
sadman	UTTARAPADA	25	15	14	15	3	22	12	final
saha	UTTARAPADA	25	100	0	50	8	17	42	final
saṃjña	UTTARAPADA	25	3	2	3	0	25	3	final
sevā	UTTARAPADA	25	54	51	45	7	18	38	final
snāna	UTTARAPADA	25	42	41	34	3	22	31	final
vah	UTTARAPADA	25	168	0	124	3	22	121	final
śara	UTTARAPADA	25	55	42	44	5	20	39	final
śikha	UTTARAPADA	25	0	0	0	0	25	0	form_variant
śālin	UTTARAPADA	25	35	42	28	8	17	20	final
ṣad	UTTARAPADA	25	0	0	0	0	25	0	form_variant
bhakti	UTTARAPADA	24	72	77	51	7	17	44	final
dat	UTTARAPADA	24	2	2	1	1	23	0	final
dīpaka	UTTARAPADA	24	0	0	0	0	24	0	nonfinal_only
dūta	UTTARAPADA	24	31	49	15	5	19	10	final
hata	UTTARAPADA	24	1	0	1	0	24	1	final
hāsa	UTTARAPADA	24	18	14	12	2	22	10	final
maṇḍapa	UTTARAPADA	24	24	31	15	2	22	13	final
mūlaka	UTTARAPADA	24	6	6	6	0	24	6	final
nāda	UTTARAPADA	24	101	273	61	12	12	49	final
putraka	UTTARAPADA	24	4	2	3	2	22	1	final
pīta	UTTARAPADA	24	35	27	20	2	22	18	final
randhra	UTTARAPADA	24	36	32	29	6	18	23	final
ratnamālā	UTTARAPADA	24	0	0	0	0	24	0	nonfinal_only
ruh	UTTARAPADA	24	73	0	56	0	24	56	final
rūpaka	UTTARAPADA	24	3	2	3	1	23	2	final
srotas	UTTARAPADA	24	64	64	51	4	20	47	final
varjita	UTTARAPADA	24	0	0	0	0	24	0	absent
vyavahāra	UTTARAPADA	24	18	20	14	1	23	13	final
vṛṣa	UTTARAPADA	24	34	68	25	6	18	19	final
ṃkara	UTTARAPADA	24	0	0	0	0	24	0	absent
anta	UTTARAPADA	23	1383	2054	749	5	18	744	final
artha	UTTARAPADA	23	3075	4349	1257	5	18	1252	final
bhṛta	UTTARAPADA	23	1	0	1	1	22	0	final
citra	UTTARAPADA	23	168	182	104	8	15	96	final
dhanus	UTTARAPADA	23	32	22	28	4	19	24	final
dāha	UTTARAPADA	23	88	77	57	9	14	48	final
dāman	UTTARAPADA	23	22	18	19	6	17	13	final
gotra	UTTARAPADA	23	62	58	32	6	17	26	final
hṛt	UTTARAPADA	23	64	94	44	6	17	38	final
jaya	KRT_STEM_MEMBER	23	71	60	40	3	20	37	final
krīḍā	UTTARAPADA	23	36	43	27	4	19	23	final
kāvya	UTTARAPADA	23	6	3	6	1	22	5	final
kīla	UTTARAPADA	23	6	5	6	1	22	5	final
kṣīra	UTTARAPADA	23	169	358	77	8	15	69	final
nidhana	UTTARAPADA	23	54	102	37	3	20	34	final
niścaya	UTTARAPADA	23	19	18	17	3	20	14	final
pradāna	UTTARAPADA	23	149	198	90	8	15	82	final
prasāda	UTTARAPADA	23	148	157	93	8	15	85	final
pūra	UTTARAPADA	23	19	18	17	3	20	14	final
rakta	UTTARAPADA	23	88	99	63	9	14	54	final
sahasra	UTTARAPADA	23	654	1510	271	9	14	262	final
samudra	UTTARAPADA	23	44	92	23	1	22	22	final
sthiti	UTTARAPADA	23	58	55	49	5	18	44	final
sundara	UTTARAPADA	23	15	10	10	2	21	8	final
taraṃgiṇī	UTTARAPADA	23	2	2	2	0	23	2	final
tyāga	UTTARAPADA	23	121	138	84	7	16	77	final
vajra	UTTARAPADA	23	56	57	34	5	18	29	final
varṣin	UTTARAPADA	23	30	34	24	10	13	14	final
vastu	UTTARAPADA	23	34	66	24	2	21	22	final
velā	UTTARAPADA	23	68	82	52	11	12	41	final
vikāra	UTTARAPADA	23	143	136	80	9	14	71	final
vinoda	UTTARAPADA	23	11	9	11	1	22	10	final
vārttika	UTTARAPADA	23	1	3	1	0	23	1	final
śākha	UTTARAPADA	23	0	0	0	0	23	0	form_variant
śāla	UTTARAPADA	23	10	13	8	2	21	6	final
bhedin	UTTARAPADA	22	32	33	28	3	19	25	final
citi	UTTARAPADA	22	5	2	5	0	22	5	final
cāra	UTTARAPADA	22	35	65	24	3	19	21	final
dātṛ	UTTARAPADA	22	61	56	53	9	13	44	final
gātra	UTTARAPADA	22	60	40	38	8	14	30	final
haraṇa	UTTARAPADA	22	83	83	59	8	14	51	final
jātīya	UTTARAPADA	22	51	42	33	7	15	26	final
muktāvalī	UTTARAPADA	22	0	0	0	0	22	0	absent
nāla	UTTARAPADA	22	49	58	40	5	17	35	final
nāśa	UTTARAPADA	22	201	230	132	11	11	121	final
parīkṣā	UTTARAPADA	22	20	28	20	2	20	18	final
pavitra	UTTARAPADA	22	25	20	21	3	19	18	final
paṅkti	UTTARAPADA	22	33	35	25	6	16	19	final
prakāra	UTTARAPADA	22	125	135	73	7	15	66	final
pratiṣṭhā	UTTARAPADA	22	78	0	60	3	19	57	final
pūta	UTTARAPADA	22	0	0	0	0	22	0	absent
ramaṇa	UTTARAPADA	22	5	6	5	1	21	4	final
rāṣṭra	UTTARAPADA	22	47	44	23	6	16	17	final
vallikā	UTTARAPADA	22	0	0	0	0	22	0	nonfinal_only
vedin	UTTARAPADA	22	18	15	16	5	17	11	final
śūnya	UTTARAPADA	22	66	62	54	5	17	49	final
aśva	UTTARAPADA	21	303	329	132	1	20	131	final
bhojin	UTTARAPADA	21	23	22	18	4	17	14	final
bhīru	UTTARAPADA	21	20	18	19	1	20	18	final
dhūma	UTTARAPADA	21	52	39	34	5	16	29	final
dāyin	KRT_STEM_MEMBER	21	34	37	29	3	18	26	final
gama	UTTARAPADA	21	32	45	21	4	17	17	final
ha	UTTARAPADA	21	21	0	20	0	21	20	final
hetu	UTTARAPADA	21	407	419	259	11	10	248	final
jananī	UTTARAPADA	21	25	26	24	1	20	23	final
jyeṣṭha	UTTARAPADA	21	65	70	43	10	11	33	final
jānu	UTTARAPADA	21	12	8	11	3	18	8	final
kamala	UTTARAPADA	21	30	27	26	3	18	23	final
kaṇa	UTTARAPADA	21	25	24	21	3	18	18	final
kusuma	UTTARAPADA	21	73	60	58	2	19	56	final
kūpa	UTTARAPADA	21	20	31	15	2	19	13	final
kṣama	UTTARAPADA	21	48	38	40	7	14	33	final
nara	UTTARAPADA	21	54	37	39	2	19	37	final
patana	UTTARAPADA	21	15	15	13	4	17	9	final
pādapa	UTTARAPADA	21	12	8	12	1	20	11	final
pīṭha	UTTARAPADA	21	29	41	19	2	19	17	final
pūrṇa	UTTARAPADA	21	35	31	30	4	17	26	final
rajju	UTTARAPADA	21	15	11	11	3	18	8	final
retas	UTTARAPADA	21	34	30	25	6	15	19	final
rātri	UTTARAPADA	21	32	25	26	1	20	25	final
setu	UTTARAPADA	21	9	16	5	3	18	2	final
sārasaṃgraha	UTTARAPADA	21	0	0	0	0	21	0	absent
sūdana	UTTARAPADA	21	6	6	6	1	20	5	final
tantu	UTTARAPADA	21	20	24	19	8	13	11	final
tuṇḍa	UTTARAPADA	21	17	20	10	5	16	5	final
vacas	UTTARAPADA	21	209	242	157	6	15	151	final
vallabhā	UTTARAPADA	21	1	1	1	0	21	1	final
vaṭa	UTTARAPADA	21	9	8	9	0	21	9	final
vāla	UTTARAPADA	21	17	19	12	5	16	7	final
yogin	UTTARAPADA	21	71	136	58	6	15	52	final
śayyā	UTTARAPADA	21	38	35	33	7	14	26	final
śodhana	UTTARAPADA	21	34	37	28	1	20	27	final
śruta	UTTARAPADA	21	24	58	15	2	19	13	final
bhāskara	UTTARAPADA	20	14	10	13	1	19	12	final
bhāṣin	UTTARAPADA	20	14	11	14	6	14	8	final
bāndhava	UTTARAPADA	20	36	15	19	2	18	17	final
candana	UTTARAPADA	20	29	29	24	0	20	24	final
cāpa	UTTARAPADA	20	39	50	29	3	17	26	final
dugdha	UTTARAPADA	20	88	122	49	4	16	45	final
dvādaśī	UTTARAPADA	20	10	12	6	1	19	5	final
ghaṭa	UTTARAPADA	20	35	32	34	3	17	31	final
kalpadruma	UTTARAPADA	20	2	2	2	0	20	2	final
karṇikā	UTTARAPADA	20	15	13	11	2	18	9	final
kesara	UTTARAPADA	20	18	13	16	2	18	14	final
kopa	UTTARAPADA	20	72	64	55	3	17	52	final
koṭi	UTTARAPADA	20	89	104	60	1	19	59	final
lakṣman	UTTARAPADA	20	19	18	17	2	18	15	final
megha	UTTARAPADA	20	51	70	31	3	17	28	final
māra	UTTARAPADA	20	9	8	8	4	16	4	final
mātṛkā	UTTARAPADA	20	7	4	6	0	20	6	final
māya	UTTARAPADA	20	0	0	0	0	20	0	form_variant
pitṛ	UTTARAPADA	20	108	190	45	4	16	41	final
pratyaya	UTTARAPADA	20	94	61	68	4	16	64	final
prāpta	UTTARAPADA	20	0	0	0	0	20	0	nonfinal_only
ruj	UTTARAPADA	20	98	92	59	6	14	53	final
saptamī	UTTARAPADA	20	8	9	8	0	20	8	final
tapas	UTTARAPADA	20	229	237	149	10	10	139	final
taṇḍula	UTTARAPADA	20	20	20	16	1	19	15	final
toya	UTTARAPADA	20	248	284	170	5	15	165	final
trāṇa	UTTARAPADA	20	52	47	39	6	14	33	final
veśa	UTTARAPADA	20	17	11	13	1	19	12	final
vivaraṇa	UTTARAPADA	20	2	1	2	0	20	2	final
vratin	UTTARAPADA	20	17	17	17	2	18	15	final
vādya	UTTARAPADA	20	15	14	10	0	20	10	final
yoṣit	UTTARAPADA	20	23	18	20	1	19	19	final
śikhara	UTTARAPADA	20	69	108	48	8	12	40	final
śūra	UTTARAPADA	20	49	37	39	2	18	37	final
ṣeṇa	UTTARAPADA	20	0	0	0	0	20	0	absent
ṣṭha	UTTARAPADA	20	0	0	0	0	20	0	form_variant
bhinna	UTTARAPADA	19	0	0	0	0	19	0	nonfinal_only
bhāvin	UTTARAPADA	19	26	16	20	0	19	20	final
bāṇa	UTTARAPADA	19	64	59	48	4	15	44	final
carman	UTTARAPADA	19	51	52	46	3	16	43	final
dhṛti	UTTARAPADA	19	15	41	13	3	16	10	final
divasa	UTTARAPADA	19	66	52	43	5	14	38	final
durga	UTTARAPADA	19	54	69	37	8	11	29	final
dāra	UTTARAPADA	19	84	84	31	8	11	23	final
dṛṣṭa	UTTARAPADA	19	1	1	1	0	19	1	final
ghātaka	UTTARAPADA	19	11	16	9	5	14	4	final
gupti	UTTARAPADA	19	14	23	11	3	16	8	final
gīta	UTTARAPADA	19	30	31	19	2	17	17	final
gṛhīta	UTTARAPADA	19	0	0	0	0	19	0	absent
kalā	UTTARAPADA	19	72	85	54	3	16	51	final
ketana	UTTARAPADA	19	4	3	4	0	19	4	final
khaṇḍana	UTTARAPADA	19	5	5	5	1	18	4	final
kiraṇa	UTTARAPADA	19	24	24	17	1	18	16	final
kṣit	KRT_STEM_MEMBER	19	3	3	3	2	17	1	final
lekha	UTTARAPADA	19	5	6	5	1	18	4	final
lipi	UTTARAPADA	19	49	46	44	8	11	36	final
maṇḍana	UTTARAPADA	19	12	10	11	3	16	8	final
mokṣa	UTTARAPADA	19	90	96	62	4	15	58	final
mukta	UTTARAPADA	19	1	1	1	1	18	0	final
mānin	UTTARAPADA	19	31	41	27	6	13	21	final
padavī	UTTARAPADA	19	20	19	17	4	15	13	final
pradīpikā	UTTARAPADA	19	0	0	0	0	19	0	form_variant
prakāśikā	UTTARAPADA	19	0	0	0	0	19	0	absent
pāyin	KRT_STEM_MEMBER	19	5	6	4	2	17	2	final
pūruṣa	UTTARAPADA	19	8	7	8	2	17	6	final
rañjana	UTTARAPADA	19	11	19	10	3	16	7	final
ruhā	UTTARAPADA	19	1	1	1	0	19	1	final
sampanna	UTTARAPADA	19	2	2	1	0	19	1	final
sani	UTTARAPADA	19	10	22	7	6	13	1	final
saṃstha	UTTARAPADA	19	116	107	91	6	13	85	final
tulya	UTTARAPADA	19	291	348	200	6	13	194	final
vigraha	UTTARAPADA	19	34	35	29	4	15	25	final
vihāra	UTTARAPADA	19	46	43	24	5	14	19	final
vṛdh	UTTARAPADA	19	180	2	108	1	18	107	final
yava	UTTARAPADA	19	42	55	21	3	16	18	final
yuta	UTTARAPADA	19	442	502	290	7	12	283	final
śalya	UTTARAPADA	19	50	44	38	6	13	32	final
śastra	UTTARAPADA	19	58	40	36	5	14	31	final
śīrṣan	UTTARAPADA	19	8	28	6	3	16	3	final
akṣa	UTTARAPADA	18	377	856	159	1	17	158	final
aṅga	UTTARAPADA	18	665	776	330	1	17	329	final
bila	UTTARAPADA	18	19	16	17	2	16	15	final
cikitsā	UTTARAPADA	18	20	16	18	2	16	16	final
daśa	UTTARAPADA	18	0	0	0	0	18	0	form_variant
daṇḍaka	UTTARAPADA	18	1	1	1	0	18	1	final
duḥkha	UTTARAPADA	18	150	246	81	9	9	72	final
dūṣaṇa	UTTARAPADA	18	19	19	15	4	14	11	final
gaṇḍa	UTTARAPADA	18	11	12	11	0	18	11	final
hatyā	UTTARAPADA	18	19	134	12	6	12	6	final
havis	UTTARAPADA	18	23	12	22	3	15	19	final
kala	UTTARAPADA	18	19	18	10	3	15	7	final
kalaśa	UTTARAPADA	18	31	36	27	4	14	23	final
kriya	UTTARAPADA	18	0	0	0	0	18	0	form_variant
kutūhala	UTTARAPADA	18	4	2	4	1	17	3	final
kuṭī	UTTARAPADA	18	5	7	4	1	17	3	final
kāram	UTTARAPADA	18	0	0	0	0	18	0	absent
maha	UTTARAPADA	18	15	24	11	2	16	9	final
mardana	UTTARAPADA	18	24	21	23	2	16	21	final
matsya	UTTARAPADA	18	52	54	38	4	14	34	final
māruta	UTTARAPADA	18	15	13	14	1	17	13	final
nakṣatra	UTTARAPADA	18	44	35	28	1	17	27	final
nanda	UTTARAPADA	18	12	23	5	1	17	4	final
nandin	UTTARAPADA	18	9	7	9	0	18	9	final
nāsa	UTTARAPADA	18	0	0	0	0	18	0	form_variant
pallava	UTTARAPADA	18	25	19	19	3	15	16	final
plava	UTTARAPADA	18	17	15	16	2	16	14	final
prabandha	UTTARAPADA	18	11	9	11	0	18	11	final
prabhāva	UTTARAPADA	18	181	175	100	4	14	96	final
prajña	UTTARAPADA	18	5	4	3	1	17	2	final
rakṣa	UTTARAPADA	18	5	23	4	1	17	3	final
rakṣā	UTTARAPADA	18	35	33	32	4	14	28	final
reṇu	UTTARAPADA	18	16	11	12	0	18	12	final
ruc	UTTARAPADA	18	34	0	28	3	15	25	final
rṣi	UTTARAPADA	18	0	0	0	0	18	0	absent
sambandha	UTTARAPADA	18	109	93	69	4	14	65	final
sampad	UTTARAPADA	18	518	0	219	10	8	209	final
sarpa	UTTARAPADA	18	30	48	19	2	16	17	final
sattra	UTTARAPADA	18	35	57	17	7	11	10	final
sūrya	UTTARAPADA	18	56	77	39	8	10	31	final
tarām	UTTARAPADA	18	0	0	0	0	18	0	nonfinal_only
taṭa	UTTARAPADA	18	63	92	45	7	11	38	final
vairin	UTTARAPADA	18	15	13	12	1	17	11	final
vallarī	UTTARAPADA	18	3	3	3	0	18	3	final
varṇana	UTTARAPADA	18	15	14	11	0	18	11	final
vasana	UTTARAPADA	18	66	55	37	5	13	32	final
vibhāga	UTTARAPADA	18	128	116	83	6	12	77	final
viśeṣa	UTTARAPADA	18	356	420	222	9	9	213	final
vyādhi	UTTARAPADA	18	48	48	32	3	15	29	final
vyākhyā	UTTARAPADA	18	27	0	26	1	17	25	final
vāsara	UTTARAPADA	18	10	26	6	0	18	6	final
yāga	UTTARAPADA	18	14	14	14	3	15	11	final
yāma	UTTARAPADA	18	39	106	26	6	12	20	final
śāli	UTTARAPADA	18	9	14	7	0	18	7	final
ṃdhara	UTTARAPADA	18	0	0	0	0	18	0	absent
ṃjaya	UTTARAPADA	18	0	0	0	0	18	0	absent
akṣara	UTTARAPADA	17	211	290	93	1	16	92	final
bhāṣā	UTTARAPADA	17	15	14	14	2	15	12	final
bhūya	UTTARAPADA	17	6	24	5	2	15	3	final
brahman	UTTARAPADA	17	94	89	67	7	10	60	final
campū	UTTARAPADA	17	0	0	0	0	17	0	absent
cchandas	UTTARAPADA	17	0	0	0	0	17	0	form_variant
cetana	UTTARAPADA	17	1	1	1	0	17	1	final
daghna	UTTARAPADA	17	4	4	2	1	16	1	final
dharmin	UTTARAPADA	17	39	42	32	4	13	28	final
dhāraka	UTTARAPADA	17	4	6	3	0	17	3	final
drava	UTTARAPADA	17	139	144	82	3	14	79	final
druh	UTTARAPADA	17	20	0	14	3	14	11	final
dvaya	UTTARAPADA	17	360	579	244	12	5	232	final
gir	UTTARAPADA	17	43	41	42	3	14	39	final
gola	UTTARAPADA	17	24	9	13	2	15	11	final
gulma	UTTARAPADA	17	48	58	33	9	8	24	final
gṛhya	UTTARAPADA	17	5	5	5	1	16	4	final
hāni	UTTARAPADA	17	62	78	46	7	10	39	final
jaṅgha	UTTARAPADA	17	0	0	0	0	17	0	form_variant
kakṣa	UTTARAPADA	17	17	20	14	2	15	12	final
kaustubha	UTTARAPADA	17	2	1	2	0	17	2	final
kaṭa	UTTARAPADA	17	0	0	0	0	17	0	nonfinal_only
kāntā	UTTARAPADA	17	6	5	5	0	17	5	final
kṣatra	UTTARAPADA	17	24	31	12	8	9	4	final
lagna	UTTARAPADA	17	12	11	10	2	15	8	final
lakṣmī	UTTARAPADA	17	45	41	39	6	11	33	final
mahiman	UTTARAPADA	17	25	30	20	1	16	19	final
nirūpaṇa	UTTARAPADA	17	4	4	4	1	16	3	final
nivāsa	UTTARAPADA	17	34	24	30	2	15	28	final
nāsika	UTTARAPADA	17	0	0	0	0	17	0	form_variant
nāḍī	UTTARAPADA	17	32	29	28	0	17	28	final
nṛtya	UTTARAPADA	17	11	7	9	2	15	7	final
paribhāṣā	UTTARAPADA	17	1	1	1	0	17	1	final
parākrama	UTTARAPADA	17	19	18	10	1	16	9	final
pattana	UTTARAPADA	17	10	17	6	1	16	5	final
pattrā	UTTARAPADA	17	0	0	0	0	17	0	form_variant
prasaṅga	UTTARAPADA	17	70	65	55	5	12	50	final
praveśa	UTTARAPADA	17	48	41	39	4	13	35	final
pāra	UTTARAPADA	17	38	39	23	4	13	19	final
pīḍā	UTTARAPADA	17	42	56	31	4	13	27	final
pūjana	UTTARAPADA	17	22	20	19	1	16	18	final
rahita	UTTARAPADA	17	205	217	151	6	11	145	final
rakṣaka	UTTARAPADA	17	3	4	3	1	16	2	final
rudra	UTTARAPADA	17	46	41	34	2	15	32	final
rūpya	UTTARAPADA	17	14	15	9	0	17	9	final
sammita	UTTARAPADA	17	3	3	3	0	17	3	final
samāsa	UTTARAPADA	17	20	20	15	3	14	12	final
saptati	UTTARAPADA	17	5	6	4	0	17	4	final
sara	UTTARAPADA	17	6	5	4	1	16	3	final
saṃkalpa	UTTARAPADA	17	36	35	28	5	12	23	final
svabhāva	UTTARAPADA	17	151	144	101	6	11	95	final
sveda	UTTARAPADA	17	45	76	31	4	13	27	final
sūri	UTTARAPADA	17	3	2	3	0	17	3	final
vala	UTTARAPADA	17	2	2	2	0	17	2	final
varti	UTTARAPADA	17	0	0	0	0	17	0	absent
vasati	UTTARAPADA	17	11	18	9	2	15	7	final
vitta	UTTARAPADA	17	30	20	20	3	14	17	final
vivāha	UTTARAPADA	17	26	24	20	3	14	17	final
vāraṇa	UTTARAPADA	17	10	6	10	2	15	8	final
vāṭa	UTTARAPADA	17	23	43	15	5	12	10	final
yodhin	UTTARAPADA	17	22	51	14	4	13	10	final
yukti	UTTARAPADA	17	45	44	38	5	12	33	final
śūka	UTTARAPADA	17	2	2	2	0	17	2	final
ṭīkā	UTTARAPADA	17	3	4	3	0	17	3	final
barhis	UTTARAPADA	16	15	14	12	4	12	8	final
bhraṣṭa	UTTARAPADA	16	0	0	0	0	16	0	absent
bhrū	UTTARAPADA	16	24	14	15	2	14	13	final
bhāgin	UTTARAPADA	16	26	34	24	6	10	18	final
bhṛtya	UTTARAPADA	16	35	29	21	4	12	17	final
bimba	UTTARAPADA	16	36	36	26	6	10	20	final
caura	UTTARAPADA	16	23	23	23	3	13	20	final
cchid	UTTARAPADA	16	0	0	0	0	16	0	form_variant
cintā	UTTARAPADA	16	60	49	50	5	11	45	final
dagdha	UTTARAPADA	16	8	11	6	2	14	4	final
dheya	UTTARAPADA	16	6	13	3	2	14	1	final
dāvan	UTTARAPADA	16	8	10	6	6	10	0	final
gaja	UTTARAPADA	16	44	74	24	2	14	22	final
ghṛta	UTTARAPADA	16	90	124	49	7	9	42	final
