root	ppp_form	gana_class_dcs	voice_dcs	corpus_occurrences
ākhyāpay	ākhyāpita	10	Ā	1
saṁtakṣay	saṃtakṣita	10	P.	1
abhiprapūjay	abhiprapūjita	10	Ā	1
sūkṣmībhū	sūkṣmībhūta	1	Ā	1
anupradarśay	anupradarśita	10	P.	1
parikṣu	parikṣuta	2	P.	1
upacihnay	upacihnita	0	P.	1
udāharaṇīkṛ	udāharaṇīkṛta	8	P.	1
parameśvarīkṛ	parameśvarīkṛta	8	P.	1
praticumb	praticumbita	1	Ā	1
pranartay	pranartita	10	P.	1
vicihnay	vicihnita	0	P.	1
acchīkṛ	acchīkṛta	8	P.	1
ālāpay	ālāpita	10	P.	1
abhimarṣay	abhimarṣita	10	Ā	1
saṁprath	saṃprathita	1	Ā	1
samabhyudīr	samabhyudīrṇa	2	Ā	1
abhividru	abhividruta	1	Ā	1
parāṅmukhīkṛ	parāṅmukhīkṛta	8	P.	1
saṁprākruś	saṃprākruṣṭa	1	Ā	1
praḍī	praḍīna	4	Ā	1
vimadīkṛ	vimadīkṛta	8	P.	1
sādhāraṇīkṛ	sādhāraṇīkṛta	8	P.	1
praśātay	praśātita	10	Ā	1
samunmath	samunmathita	9	Ā	1
samutkruś	samutkruṣṭa	1	Ā	1
vyaṅgīkṛ	vyaṅgīkṛta	8	P.	1
lālasībhū	lālasībhūta	1	P.	1
avacarv	avacūrṇa	1	Ā	1
jīrṇay	jīrṇita	10	P.	1
nirveśay	nirveśita	10	Ā	1
vipraloḍay	vipraloḍita	10	P.	1
abhisaṁyat	abhisaṃyatta	1	Ā	1
pratyavaskanday	pratyavaskandita	10	Ā	1
prativṛdh	prativṛddha	1	Ā	1
abhikṛt	abhikṛtta	6	Ā	1
samājan	samājāta	4	Ā	1
samavākṣip	samavākṣipta	6	Ā	1
pratiprakāś	pratiprakāśita	1	Ā	1
dvaidhīkṛ	dvaidhīkṛta	8	Ā	1
upamarṣay	upamarṣita	10	Ā	1
samupārabh	samupārabdha	1	Ā	1
abhidhvaṁs	abhidhvasta	1	Ā	1
nirjṛ	nirjīrṇa	4	Ā	1
viparicchid	viparicchinna	7	Ā	1
samavajñā	samavajñāta	9	Ā	1
pravand	pravandita	1	Ā	1
vyūhīkṛ	vyūhīkṛta	8	Ā	1
viniṣpiṇḍay	viniṣpiṇḍita	0	P.	1
unmānay	unmānita	10	Ā	1
samuttejay	samuttejita	10	P.	1
upavarjay	upavarjita	10	Ā	1
unmāpay	unmāpita	10	Ā	1
parivañcay	parivañcita	10	Ā	1
dṛḍhatarīkṛ	dṛḍhatarīkṛta	8	P.	1
śoṇībhū	śoṇībhūta	1	Ā	1
niṣaṅgībhū	niṣaṅgībhūta	1	Ā	1
niṣkaluṣībhū	niṣkaluṣībhūta	1	Ā	1
abhisarjay	abhisarjita	10	Ā	1
vimalīkṛ	vimalīkṛta	8	Ā	1
parivarṇay	parivarṇita	0	Ā	1
pariśabday	pariśabdita	0	P.	1
vinirhan	vinirhata	4	Ā	1
vikliś	vikliṣṭa	9	P.	1
vyāghuṣ	vyāghuṣṭa	1	Ā	1
vyatikṣip	vyatikṣipta	6	Ā	1
paribhañj	paribhagna	7	Ā	1
vyatikṛṣ	vyatikṛṣṭa	6	Ā	1
pratiniviś	pratiniviṣṭa	6	Ā	1
saṁpratyavasthā	saṃpratyavasthita	1	Ā	1
vinikṣan	vinikṣata	8	P.	1
saṁpraruṣ	saṃpraruṣṭa	6	P.	1
upasaṁbhram	upasaṃbhrānta	4	Ā	1
saṁprajvālay	saṃprajvālita	10	P.	1
nirācam	nirācānta	1	Ā	1
saṁprakṛt	saṃprakṛtta	6	Ā	1
paridṛbh	paridṛbdha	6	P.	1
śāntībhū	śāntībhūta	1	P.	1
anupravṛdh	anupravṛddha	1	Ā	1
kuḍmalīkṛ	kuḍmalīkṛta	8	Ā	1
saṁparipracch	saṃparipṛṣṭa	6	Ā	1
anuprabhū	anuprabhūta	1	Ā	1
nibhālay	nibhālita	0	Ā	1
anuviṣad	anuviṣaṇṇa	2	P.	1
vinirvṛ	vinirvṛta	9	P.	1
sakalīkṛ	sakalīkṛta	8	Ā	1
ālambanībhū	ālambanībhūta	1	Ā	1
kṣetrībhū	kṣetrībhūta	1	Ā	1
nibiḍībhū	nibiḍībhūta	1	Ā	1
upavāhay	upavāhita	10	Ā	1
vyapadeśay	vyapadeśita	10	Ā	1
virāṇ	virāṇita	1	P.	1
paripiñjaray	paripiñjarita	0	P.	1
abhiśabday	abhiśabdita	0	P.	1
upasarjay	upasarjita	10	Ā	1
parirambhay	parirambhita	10	P.	1
āpāyay	āpāyita	10	Ā	1
niṣpluṣ	niṣpluṣṭa	1	P.	1
āvirdhā	āvirhita	3	Ā	1
nirjuṣ	nirjuṣṭa	6	Ā	1
abhimarśay	abhimarśita	10	P.	1
vimuṣ	vimuṣṭa	9	P.	1
upasaṁkﾱp	upasaṃkﾱpta	1	Ā	1
upagup	upagupta	1	Ā	1
anūdyam	anūdyata	6	P.	1
corībhū	corībhūta	1	Ā	1
upāsāday	upāsādita	10	Ā	1
brahmasātkṛ	brahmasātkṛta	8	P.	1
upavistṛ	upavistīrṇa	9	P.	1
unmud	unmudita	1	Ā	1
pratinirmā	pratinirmita	3	Ā	1
niṣprabhīkṛ	niṣprabhīkṛta	8	P.	1
samālag	samālagna	1	P.	1
utpuṁsay	utpuṃsita	0	P.	1
ulluñc	ulluñcita	1	Ā	1
utsphoṭay	utsphoṭita	10	P.	1
ujjāgaray	ujjāgarita	10	P.	1
unmukulay	unmukulita	0	P.	1
picchilay	picchilita	0	P.	1
aparādhay	aparādhita	10	Ā	1
vimukhay	vimukhita	0	P.	1
bhaṅguray	bhaṅgurita	0	P.	1
nidānay	nidānita	0	P.	1
āśrayībhū	āśrayībhūta	1	Ā	1
niravaso	niravasita	6	Ā	1
saṁparākram	saṃparākrānta	6	P.	1
uttaray	uttarita	10	P.	1
paryaṅkīkṛ	paryaṅkīkṛta	8	Ā	1
nagnīkṛ	nagnīkṛta	8	Ā	1
malinay	malinita	0	P.	1
grahilībhū	grahilībhūta	1	Ā	1
pratyupavad	pratyupodita	1	Ā	1
nirviṣīkṛ	nirviṣīkṛta	8	Ā	1
parinyas	parinyasta	4	P.	1
samāghaṭṭ	samāghaṭṭita	1	Ā	1
atikramay	atikramita	10	P.	1
lavalavīkṛ	lavalavīkṛta	8	Ā	1
śūnyībhū	śūnyībhūta	1	Ā	1
karālay	karālita	0	P.	1
samudañcay	samudañcita	10	P.	1
chidrīkṛ	chidrīkṛta	8	Ā	1
nirargalīkṛ	nirargalīkṛta	8	Ā	1
vyatiśak	vyatiśakta	5	Ā	1
atihṛṣ	atihṛṣṭa	6	P.	1
sapatrākṛ	sapatrākṛta	8	Ā	1
niṣpatrākṛ	niṣpatrākṛta	8	Ā	1
śūlākṛ	śūlākṛta	8	Ā	1
avadru	avadruta	1	Ā	1
pratipradhāv	pratipradhāvita	1	Ā	1
bhadrākṛ	bhadrākṛta	8	Ā	1
saṁprakruś	saṃprakruṣṭa	4	P.	1
paryavaropay	paryavaropita	10	Ā	1
abhisaṁbhañj	abhisaṃbhagna	7	Ā	1
samānam	samānata	1	Ā	1
abhidāray	abhidārita	10	Ā	1
prahāray	prahārita	10	P.	1
avagras	avagrasta	1	Ā	1
udādhā	udāhita	3	Ā	1
abhigṛdh	abhigṛddha	9	P.	1
vidalīkṛ	vidalīkṛta	8	Ā	1
abhibhūṣay	abhibhūṣita	10	Ā	1
ārādh	ārāddha	5	P.	1
ādanīkṛ	ādanīkṛta	8	Ā	1
vijakṣ	vijagdha	2	Ā	1
vyasanīkṛ	vyasanīkṛta	8	Ā	1
parimajj	parimagna	1	Ā	1
anusaṁvye	anusaṃvīta	4	P.	1
parākruś	parākruṣṭa	4	P.	1
saṁpratyāgam	saṃpratyāgata	6	P.	1
adhisaṁbhū	adhisaṃbhūta	1	Ā	1
parikﾱp	parikﾱpta	1	Ā	1
samavasad	samavasanna	2	P.	1
kuṭṭīkṛ	kuṭṭīkṛta	8	Ā	1
parisaṁsṛj	parisaṃsṛṣṭa	6	Ā	1
kāñcanībhū	kāñcanībhūta	1	Ā	1
nirhu	nirhuta	3	Ā	1
parisaṁtuṣ	parisaṃtuṣṭa	4	Ā	1
avaśap	avaśapta	1	Ā	1
anuprasū	anuprasūta	6	P.	1
nirhā	nirhāṇa	3	Ā	1
parimad	parimatta	4	Ā	1
saṁprachad	saṃpracchanna	1	P.	1
rih	rīḍha	2	Ā	1
dīdī	dītita	0	Ā	1
saṁpoṣay	saṃpoṣita	10	P.	1
uccālay	uccālita	10	Ā	1
āmajj	āmagna	1	Ā	1
mukharīkṛ	mukharīkṛta	8	Ā	1
prahvīkṛ	prahvīkṛta	8	Ā	1
abhyarh	abhyarhita	1	Ā	1
jighats	jighatsita	0	P.	1
vilal	vilalita	1	Ā	1
upāyanībhū	upāyanībhūta	1	Ā	1
abhipranṛt	abhipranṛtta	4	Ā	1
vadanībhū	vadanībhūta	1	Ā	1
kāraṇībhū	kāraṇībhūta	1	Ā	1
samudric	samudrikta	7	Ā	1
pañcaśikhīkṛ	pañcaśikhīkṛta	8	Ā	1
anuprakṝ	anuprakīrṇa	6	Ā	1
āmad	āmatta	4	Ā	1
ātmībhū	ātmībhūta	1	Ā	1
ekākīkṛ	ekākīkṛta	8	Ā	1
samavanam	samavanata	1	Ā	1
gurūkṛ	gurūkṛta	8	Ā	1
pāṇḍūkṛ	pāṇḍūkṛta	8	Ā	1
parilolay	parilolita	10	Ā	1
apalī	apalīna	4	Ā	1
niśram	niśrānta	4	Ā	1
saṁdehay	saṃdehita	10	P.	1
adhiveṣṭay	adhiveṣṭita	10	Ā	1
valayībhū	valayībhūta	1	Ā	1
ulliṅgay	ulliṅgita	10	P.	1
piṅgīkṛ	piṅgīkṛta	8	Ā	1
samatiric	samatirikta	7	Ā	1
caurībhū	caurībhūta	1	Ā	1
aparañjay	aparañjita	10	Ā	1
niranurañj	niranurakta	6	Ā	1
samavāyīkṛ	samavāyīkṛta	8	Ā	1
vyālag	vyālagna	1	P.	1
śakalay	śakalita	0	P.	1
ullolay	ullolita	10	Ā	1
apahṛṣ	apahṛṣṭa	6	P.	1
ājuṣ	ājuṣṭa	6	Ā	1
śukībhū	śukībhūta	1	Ā	1
mayūkhāy	mayūkhāyita	0	P.	1
lekhāy	lekhāyita	0	P.	1
vāmanīkṛ	vāmanīkṛta	8	Ā	1
uddṛ	uddīrṇa	4	P.	1
niḥṣyanday	niḥṣyandita	10	P.	1
paricarcay	paricarcita	10	Ā	1
samucchvi	samucchūna	1	P.	1
parisaṁplu	parisaṃpluta	1	Ā	1
dviguṇīkṛ	dviguṇīkṛta	8	Ā	1
musalībhū	musalībhūta	1	Ā	1
puñjaray	puñjarita	0	P.	1
śikhāy	śikhāyita	0	Ā	1
tanmayībhāvay	tanmayībhāvita	10	Ā	1
pravibandh	pravibaddha	9	Ā	1
ūrīkṛ	ūrīkṛta	8	Ā	1
amṛtasādbhū	amṛtasādbhūta	1	Ā	1
pravivecay	pravivecita	10	P.	1
utpīḍāy	utpīḍāyita	0	P.	1
pariruh	parirūḍha	6	Ā	1
nirbharay	nirbharita	10	P.	1
āśyānay	āśyānita	10	P.	1
pravitānay	pravitānita	10	P.	1
pragopay	pragopita	10	Ā	1
samudvṛt	samudvṛtta	1	Ā	1
vyālolay	vyālolita	10	Ā	1
garbhībhū	garbhībhūta	1	Ā	1
medhībhū	medhībhūta	1	Ā	1
samadhiniṣṭhā	samadhiniṣṭhita	1	Ā	1
avaccheday	avacchedita	10	P.	1
vyapohay	vyapohita	10	Ā	1
āśram	āśrānta	4	Ā	1
viniyantray	viniyantrita	0	P.	1
niścayīkṛ	niścayīkṛta	8	Ā	1
visūtray	visūtrita	0	P.	1
bhṛṅgāy	bhṛṅgāyita	0	Ā	1
ākūṇay	ākūṇita	0	P.	1
saṁpūrṇay	saṃpūrṇita	0	P.	1
pradīkṣ	pradīkṣita	1	Ā	1
hārīkṛ	hārīkṛta	8	Ā	1
moghībhū	moghībhūta	1	Ā	1
ādhvaṁs	ādhvasta	1	Ā	1
āspadībhū	āspadībhūta	1	Ā	1
abhiniyojay	abhiniyojita	10	Ā	1
yup	yupita	4	P.	1
mī	mīta	3	P.	1
niyu	niyuta	6	Ā	1
pan	panita	1	P.	1
mṛ	mūrṇa	9	P.	1
pratividru	pratividruta	1	Ā	1
upadhū	upadhūta	9	P.	1
krīḍanakīkṛ	krīḍanakīkṛta	8	P.	1
nigopay	nigopita	10	Ā	1
āspadīkṛ	āspadīkṛta	8	P.	1
mūrkhībhū	mūrkhībhūta	1	P.	1
pūrṇīkṛ	pūrṇīkṛta	8	P.	1
vilakṣīkṛ	vilakṣīkṛta	8	P.	1
svāmīkṛ	svāmīkṛta	8	P.	1
vararucībhū	vararucībhūta	1	Ā	1
rākṣasībhū	rākṣasībhūta	1	P.	1
prasvan	prasvanita	1	Ā	1
atisā	atiṣita	6	Ā	1
mitrīkṛ	mitrīkṛta	8	P.	1
ubh	ubdha	9	P.	1
pratak	pratakta	2	P.	1
anudhūpay	anudhūpita	0	P.	1
abhimlā	abhimlāta	4	Ā	1
śataguṇībhū	śataguṇībhūta	1	P.	1
procchri	procchrita	1	Ā	1
nikaṭībhū	nikaṭībhūta	1	Ā	1
ninam	ninata	1	Ā	1
abhiṣan	abhiṣāta	8	Ā	1
śekharīkṛ	śekharīkṛta	8	P.	1
vidhanīkṛ	vidhanīkṛta	8	P.	1
parivārīkṛ	parivārīkṛta	8	P.	1
prābhū	prābhūta	1	Ā	1
saṁvakṣ	samukṣita	6	Ā	1
viraktīkṛ	viraktīkṛta	8	P.	1
rip	ripta	6	P.	1
prodgam	prodgata	6	P.	1
paśūkṛ	paśūkṛta	8	P.	1
vipracchad	vipracchanna	1	P.	1
āgadh	āgadhita	1	P.	1
parigadh	parigadhita	1	P.	1
āroṣay	āroṣita	10	Ā	1
pradṛp	pradṛpita	4	P.	1
parivac	paryukta	3	Ā	1
avapṛc	avapṛgṇa	7	Ā	1
kūrmībhū	kūrmībhūta	1	Ā	1
vinirgṛ	vinirgīrṇa	9	Ā	1
niḥśaṁs	niḥśasta	2	Ā	1
prāviṣkṛ	prāviṣkṛta	8	Ā	1
samavaropay	samavaropita	10	Ā	1
utsīv	utsyūta	4	P.	1
parikarmīkṛ	parikarmīkṛta	8	P.	1
uparu	uparuta	6	P.	1
kāṅkṣāy	kāṅkṣāyita	0	P.	1
pratyudāvṛt	pratyudāvṛtta	3	P.	1
ninah	ninaddha	4	Ā	1
abhiprakṛ	abhiprakīrṇa	6	Ā	1
pariṣyanday	pariṣyandita	10	P.	1
parigṛdh	parigṛddha	9	P.	1
nipreṣ	nipreṣita	9	Ā	1
abhivī	abhivīta	2	Ā	1
kelāy	kelāyita	0	P.	1
anuci	anucita	5	Ā	1
pratyabhiniryā	pratyabhiniryāta	2	Ā	1
avadhūpay	avadhūpita	0	P.	1
saṁpravāray	saṃpravārita	10	Ā	1
anāthībhū	anāthībhūta	1	Ā	1
pratiśāmay	pratiśāmita	10	Ā	1
ātāpay	ātāpita	10	Ā	1
vṛddhībhū	vṛddhībhūta	1	Ā	1
vyavahāray	vyavahārita	10	P.	1
anupradāpay	anupradāpita	10	Ā	1
anupreray	anuprerita	10	Ā	1
samabhyudyam	samabhyudyata	6	P.	1
adhyāyay	adhyāyita	10	P.	1
pratimokṣay	pratimokṣita	10	Ā	1
timirīkṛ	timirīkṛta	8	P.	1
abhipiṣ	abhipiṣṭa	7	Ā	1
parihvṛ	parihvṛta	9	P.	1
apāvṛj	apāvṛkta	7	Ā	1
saṁdā	saṃdina	6	P.	1
saṁprendh	saṃpreddha	2	Ā	1
prasnapay	prasnapita	10	P.	1
abhiniṣkṛ	abhiniṣkṛta	8	Ā	1
abhiprahi	abhiprahita	5	Ā	1
nyarpay	nyarpita	10	Ā	1
vipratihā	vipratihīna	3	Ā	1
vyapasthāpay	vyapasthāpita	10	Ā	1
apaṇyījan	apaṇyījāta	4	P.	1
āmukhībhū	āmukhībhūta	1	P.	1
ekajvālībhū	ekajvālībhūta	1	Ā	1
paryākulīkṛ	paryākulīkṛta	8	P.	1
śikṣāpay	śikṣāpita	10	P.	1
abhinikūj	abhinikūjita	1	Ā	1
pratyavasṛ	pratyavasṛta	3	P.	1
niravaśiṣ	niravaśiṣṭa	7	P.	1
pravedhay	pravedhita	10	Ā	1
saṁpravedhay	saṃpravedhita	10	Ā	1
icchāpay	icchāpita	10	P.	1
vihvṛ	vihruta	9	P.	1
abhisamujh	abhisamujhita	6	P.	1
pratisaṁvid	pratisaṃvidita	2	P.	1
avaśam	avaśānta	4	Ā	1
paryeṣay	paryeṣita	10	Ā	1
staumay	staumita	0	P.	1
saṁpratipṛ	saṃpratipūrṇa	9	Ā	1
pratisaṁsthā	pratisaṃsthita	1	Ā	1
anutras	anutrasta	4	Ā	1
abhyāsībhāvay	abhyāsībhāvita	10	P.	1
vyākarṣay	vyākarṣita	10	P.	1
pratisaṁskāray	pratisaṃskārita	10	Ā	1
āsāray	āsārita	10	Ā	1
saṁpraticchad	saṃpraticchanna	1	P.	1
suṅgībhū	suṅgībhūta	1	Ā	1
kuḍmalībhū	kuḍmalībhūta	1	Ā	1
abhikīrṇīkṛ	abhikīrṇīkṛta	8	P.	1
abhinivāsay	abhinivāsita	10	P.	1
pravlī	prablīna	9	P.	1
saṁsphoṭay	saṃsphoṭita	10	Ā	1
prākamp	prākampita	1	Ā	1
prodveṣṭay	prodveṣṭita	10	Ā	1
abhivijñapay	abhivijñapta	10	P.	1
vihvalībhū	vihvalībhūta	1	Ā	1
pravivah	pravyūḍha	4	P.	1
apanāśay	apanāśita	10	Ā	1
upaśudh	upaśuddha	4	Ā	1
pratinisṛj	pratinisṛṣṭa	6	Ā	1
vāyay	vāyita	10	P.	1
prākrīḍ	prākrīḍita	1	Ā	1
avasu	avasuta	6	P.	1
avyayībhū	avyayībhūta	1	Ā	1
upasamanvāhṛ	upasamanvāhṛta	2	P.	1
vyārabh	vyārabdha	1	Ā	1
apakīrtay	apakīrtita	10	Ā	1
atiṣañj	atiṣakta	1	Ā	1
